©Çª«¦WºÙ	µ¥¯Å 	¥Í©R­È	°òÂ¦¸gÅç	±¼¸¨ª««~
King Clang (¥¨©~ÃÉ)	55	25000	1210	Purple Cast Linen (µµ¦â¨È³Â¤ô¤âÀY¤y)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Dark Orientican (¶Â¿û¥ÉñZ¥Ò)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Dark Scorpio (¶Â­¸¼v¤§ªA)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Red Ice Queen (¬õ¿û¥ÉñZ¥Ò)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Bloody Mantis (¨ª­¸¼v¤§ªA)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Dark Anakamoon (¶Â¯«¸tªA)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Red Tai (¨ª±Û­·¥Ò)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Red Choro (¨ª¯óÅS)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Dark Anakarune (¶Â¸tÄÒ¤§ªA)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Black Royal Barone (µµ¦â¬Ó®a®M¸Ë)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Pink Goldrunners (¯»¬õ¤Ñ¨Ï¾c)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Red Gore Boots (µµªáºë¾c)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Blood Camel Boots (¬õ¤Q¦r¾c)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Dark Moss Boots (¶ÂµL²ª¤§¾c)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Black Basile Boots (¶Â¦â¤Ú¦è¨½¹u)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Dark Clench (¶Â¾Ô°«¤â®M)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Dark Manute (¶Â«Ê¦L¤â®M)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Dark Garner (¶Â¯«¥\¤â®M)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Gold Pow (¶Àª÷¬Xµ·¤â®M)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Black Schult (¶Â¦âµÎº¸¯S¤â®M)
King Clang (¥¨©~ÃÉ)	55	25000	1210	White Potion (¥Õ¦âÃÄ¤ô)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Blue Potion (ÂÅ¦âÃÄ¤ô)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Ice Cream Pop (´Î¦B´Î)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Dexterity Potion (±Ó±¶ÃÄ¤ô)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Scroll for Helmet for Defense 60% (ÀY²¯¨¾¿m¤O 60% ±²¶b)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Scroll for Overall Armor for INT 60% (®MªA´¼¤O¨÷¶b60%)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Scroll for Shoes for Avoidability 10% (¾c¤l°jÁ×²v 10% ±²¶b)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Scroll for Shoes for Jump 60% (¾c¤l¸õÅD¨÷¶b60%)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Scroll for Shoes for Mobility 60% (¾c¤l²¾°Ê³t«× 60% ±²¶b)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Scroll for Gloves for Accuracy 10% (¤â®M©R¤¤²v 10% ±²¶b)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Scroll for Gloves for ATT 60% (¤â®M§ðÀ»¨÷¶b60%)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Scroll for Shield for Defense 10% (¬ÞµP¨¾¿m¤O 10% ±²¶b)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Scroll for Cape for Defense 10% (©Ü­·¨¾¿m¤O 10% ±²¶b)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Scroll for Cape for STR 60% (©Ü­·¤O¶q¨÷¶b60%)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Scroll for Cape for LUK 60% (©Ü­·©¯¹B¨÷¶b60%)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Dark Scroll for Cape for Defense 70% (¶Â·t©Ü­·¨¾¿m¤O 70% ±²¶b)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Scroll for One-Handed Sword for ATT 10% (³æ¤â¼C§ðÀ»¨÷¶b10%)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Scroll for Dagger for ATT 60% (µu¼C§ðÀ»¨÷¶b60%)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Scroll for Crossbow for ATT 60% (©¸§ðÀ»¨÷¶b60%)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Scroll for Claw for ATT 60% (®±®M§ðÀ»¨÷¶b60%)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Blue Seal Cushion (ÂÅ¦â®ü°\©êªE)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Lorang Claw (¬õ¿ÀÃÉ¹X)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Clang Claw («C¿ÀÃÉ¹X)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Adamantium Ore (¦¶Äq¥Û¥ÀÄq)
King Clang (¥¨©~ÃÉ)	55	25000	1210	Sapphire Ore (ÂÅÄ_¥Û¥ÀÄq)
Shade (³±¼v)	56	4800	180	Beige Umbrella (½Å¦â«B³Ê)
Shade (³±¼v)	56	4800	180	Dark Scroll for Accessory for DEX 30% (¶Â·t¹¢«~±Ó±¶«× 30% ±²¶b)
Shade (³±¼v)	56	4800	180	Scroll for Accessory for INT 60% (¹¢«~´¼¤O 60% ±²¶b)
Shade (³±¼v)	56	4800	180	Someone's Hat (¬Y¤Hªº´U¤l)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Red-Hearted Earrings (·R¤ß¦ÕÀô)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Crystal Flower Earrings (¤ô¥P¦ÕÀô)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Steel Tower Shield (¿ûÅK¤è¬Þ)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Blaze Capsule (¯PµK½¦Ån)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Ilbi Throwing-Stars (¤é¤§Ãð)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Fairy Wand (§¯ºëµu§ú)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Thorns (¥ÕÀs¤§§ú)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Helmet for Defense 60% (ÀY²¯¨¾¿m¤O 60% ±²¶b)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Helmet for INT 100% (ÀY²¯´¼¤O¨÷¶b100%)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Earring for INT 60% (¦ÕÀô´¼¤O¨÷¶b60%)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Topwear for Defense 60% (¤W¦ç¨¾¿m¤O 60% ±²¶b)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Topwear for LUK 10% (¤W¦ç©¯¹B¨÷¶b10%)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Overall Armor for DEX 60% (®MªA±Ó±¶¨÷¶b60%)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Overall Armor for Defense 60% (®MªA¨¾¿m¤O 60% ±²¶b)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Bottomwear for Defense 60% (¿Ç¸È¨¾¿m¤O 60% ±²¶b)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Bottomwear for Mobility 60% (¿Ç¸È²¾°Ê³t«× 60% ±²¶b)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Bottomwear for Mobility 10% (¿Ç¸È²¾°Ê³t«× 10% ±²¶b)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Shoes for Avoidability 60% (¾c¤l°jÁ×²v 60% ±²¶b)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Shoes for Jump 60% (¾c¤l¸õÅD¨÷¶b60%)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Shoes for Mobility 60% (¾c¤l²¾°Ê³t«× 60% ±²¶b)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Gloves for Accuracy 60% (¤â®M©R¤¤²v 60% ±²¶b)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Gloves for ATT 60% (¤â®M§ðÀ»¨÷¶b60%)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Shield for Defense 60% (¬ÞµP¨¾¿m¤O 60% ±²¶b)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Cape for Defense 60% (©Ü­·¨¾¿m¤O 60% ±²¶b)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for Cape for Defense 15% (©Ü­·¨¾¿m¤O 15% ±²¶b)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Scroll for One-Handed BW for Accuracy 60% (³æ¤â´Ò©R¤¤¨÷¶b60%)
Mushmom (Ä¨Û£¤ý)	60	20000	1200	Mushmom Spore (Ä¨Û£¤ýªÞÌU)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Red Katana (¤õµK¤M)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Mikhail (¶Àª÷©ò)
Dyle (ªh¿A¥¨Æs)	65	31000	810	The Judgement (¼É­·Áè)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Kandine (»ñ°Ä¤b)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Angel Wings (¤Ñ¨Ï¤§Ál)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Dark Ritual (¦ºÆFªk§ú)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Doombringer (ÅQ¤ý¼C)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Chrono (¹p¹q©ò)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Gigantic Sledge («Ê»î¤§Áè)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Redemption (»ÈÀsºj)
Dyle (ªh¿A¥¨Æs)	65	31000	810	The Gold Dragon (¶ÀÀs¤M)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Golden Hinkel (¶À¯«¤})
Dyle (ªh¿A¥¨Æs)	65	31000	810	Gross Jaeger (¯}¤Ñ©¸¤})
Dyle (ªh¿A¥¨Æs)	65	31000	810	Blue Scarab (ÂÅ°{¹q¥Ò)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Beia Crash («ôº¸·´·À®±®M)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Abyss Shooter (²`²W®g¤â)
Dyle (ªh¿A¥¨Æs)	65	31000	810	White Potion (¥Õ¦âÃÄ¤ô)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Blue Potion (ÂÅ¦âÃÄ¤ô)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Dexterity Potion (±Ó±¶ÃÄ¤ô)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Speed Potion (³t«×ÃÄ¤ô)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Helmet for Defense 60% (ÀY²¯¨¾¿m¤O 60% ±²¶b)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Helmet for DEX 10% (ÀY²¯±Ó±¶¨÷¶b10%)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Overall Armor for DEX 60% (®MªA±Ó±¶¨÷¶b60%)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Overall Armor for LUK 60% (®MªA©¯¹B¨÷¶b60%)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Bottomwear for DEX 10% (¿Ç¸È±Ó±¶¨÷¶b 10%)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Bottomwear for DEX 100% (¿Ç¸È±Ó±¶¨÷¶b100%)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Shoes for Avoidability 10% (¾c¤l°jÁ×²v 10% ±²¶b)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Shoes for Mobility 10% (¾c¤l²¾°Ê³t«× 10% ±²¶b)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Gloves for ATT 60% (¤â®M§ðÀ»¨÷¶b60%)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Cape for Defense 60% (©Ü­·¨¾¿m¤O 60% ±²¶b)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Cape for Defense 10% (©Ü­·¨¾¿m¤O 10% ±²¶b)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Cape for Defense 15% (©Ü­·¨¾¿m¤O 15% ±²¶b)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Dagger for ATT 60% (µu¼C§ðÀ»¨÷¶b60%)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Two-Handed Sword for ATT 60% (Âù¤â¼C§ðÀ»¤O 60% ±²¶b)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Spear for Accuracy 60% (ºj©R¤¤¨÷¶b60%)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Dark Scroll for Spear for Accuracy 30% (¶Â·t¥Ù©R¤¤²v 30% ±²¶b)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Pole Arm for ATT 60% (¥Ù§ðÀ»¨÷¶b60%)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Bow for ATT 10% (¤}§ðÀ»¨÷¶b10%)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Crossbow for ATT 60% (©¸§ðÀ»¨÷¶b60%)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Claw for ATT 60% (®±®M§ðÀ»¨÷¶b60%)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Claw for ATT 10% (®±®M§ðÀ»¨÷¶b10%)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Scroll for Knuckler for Accuracy 60% («üªê©R¤¤²v 60% ±²¶b)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Leather (°Êª«¥Ö)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Ligator Skin (Æs³½¥Ö)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Croco Skin (¶ÂÆs³½¥Ö)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Mithril Ore (¾YÄq¥Û¥ÀÄq)
Dyle (ªh¿A¥¨Æs)	65	31000	810	Emerald Ore (¯ª¥Àºñ¥ÀÄq)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Pink-Flowered Earrings (±öªá¦ÕÀô)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Silver Legend Shield (¥j¦Ñ»È¬Þ)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Silver Ancient Shield (»È¥j¬ÞµP)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Black Gaia Cape (¶Â°«¤h©Ü­·)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Blaze Capsule (¯PµK½¦Ån)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Glaze Capsule (¦B´¹½¦Ån)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Ilbi Throwing-Stars (¤é¤§Ãð)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Hwabi Throwing-Stars (¤ë¤úÃð)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Cutlus (Ås¤M)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for Topwear for Defense 10% (¤W¦ç¨¾¿m¤O 10% ±²¶b)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for Shoes for Mobility 60% (¾c¤l²¾°Ê³t«× 60% ±²¶b)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for One-Handed Sword for ATT 60% (³æ¤â¼C§ðÀ»¨÷¶b60%)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for One-Handed Sword for Accuracy 10% (³æ¤â¼C©R¤¤¨÷¶b10%)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for One-Handed Axe for ATT 60% (³æ¤â©ò§ðÀ»¨÷¶b60%)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for One-Handed BW for ATT 60% (³æ¤â´Ò§ðÀ»¨÷¶b60%)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for Dagger for ATT 60% (µu¼C§ðÀ»¨÷¶b60%)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for Wand for Magic ATT 60% (µu§úÅ]¤O¨÷¶b60%)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for Staff for Magic ATT 60% (ªø§úÅ]¤O¨÷¶b60%)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for Two-Handed Sword for ATT 60% (Âù¤â¼C§ðÀ»¤O 60% ±²¶b)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for Two-Handed Axe for ATT 60% (Âù¤â©ò§ðÀ»¤O 60% ±²¶b)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for Two-Handed BW for ATT 60% (Âù¤â¶w¾¹§ðÀ»¤O 60% ±²¶b)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for Spear for ATT 60% (ºj§ðÀ»¨÷¶b60%)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for Pole Arm for ATT 60% (¥Ù§ðÀ»¨÷¶b60%)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for Bow for ATT 60% (¤}§ðÀ»¨÷¶b60%)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for Crossbow for ATT 60% (©¸§ðÀ»¨÷¶b60%)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for Claw for ATT 60% (®±®M§ðÀ»¨÷¶b60%)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for Knuckler for ATT 60% («üªê§ðÀ»¤O 60% ±²¶b)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Dark Scroll for Knuckler for ATT 70% (¶Â·t«üªê§ðÀ»¤O 70% ±²¶b)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for Gun for ATT 60% (¤õºj§ðÀ»¨÷¶b60%)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Scroll for Gun for ATT 10% (¤õºj§ðÀ»¨÷¶b10%)
Zombie Mushmom (íL«ÍÄ¨Û£¤ý)	65	35000	1500	Poisonous Mushroom (¬rÛ£)
Bob (¤Ú¥¬)	69	13000	1400	Green Bandana (ºñ¦âÀY¤y)
Bob (¤Ú¥¬)	69	13000	1400	Green Adventurer Cape (ºñ¦â«_ÀI®a©Ü­·)
Bob (¤Ú¥¬)	69	13000	1400	Blue Adventurer Cape (ÂÅ¦â«_ÀI®a©Ü­·)
Bob (¤Ú¥¬)	69	13000	1400	Red Adventurer Cape (¬õ¦â«_ÀI®a©Ü­·)
Bob (¤Ú¥¬)	69	13000	1400	White Adventurer Cape (¥Õ¦â«_ÀI®a©Ü­·)
Bob (¤Ú¥¬)	69	13000	1400	Black Adventurer Cape (¶Â¦â«_ÀI®a©Ü­·)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Wooden Legend Shield (¥j¦Ñ¤ì¬Þ)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Silver Ancient Shield (»È¥j¬ÞµP)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Hwabi Throwing-Stars (¤ë¤úÃð)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Red Katana (¤õµK¤M)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Mikhail (¶Àª÷©ò)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	The Judgement (¼É­·Áè)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Kandine (»ñ°Ä¤b)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Golden River (ª÷­è¤b)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Evil Wings (Å]ÆF¤§Ál)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Doombringer (ÅQ¤ý¼C)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Chrono (¹p¹q©ò)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Gigantic Sledge («Ê»î¤§Áè)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Redemption (»ÈÀsºj)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	The Gold Dragon (¶ÀÀs¤M)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Red Hinkel (¨ª¯«¤})
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Gross Jaeger (¯}¤Ñ©¸¤})
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Brown Scarab (¶À°{¹q¥Ò)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Beia Crash («ôº¸·´·À®±®M)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Abyss Shooter (²`²W®g¤â)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Elixir (¯S®íÃÄ¤ô)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Power Elixir (¶W¯ÅÃÄ¤ô)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Mana Elixir (¬¡¤OÃÄ¤ô)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for Topwear for STR 10% (¤W¦ç¤O¶q¨÷¶b10%)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for Bottomwear for Defense 10% (¿Ç¸È¨¾¿m¤O 10% ±²¶b)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for One-Handed Sword for ATT 60% (³æ¤â¼C§ðÀ»¨÷¶b60%)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for One-Handed Axe for ATT 60% (³æ¤â©ò§ðÀ»¨÷¶b60%)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for One-Handed BW for ATT 60% (³æ¤â´Ò§ðÀ»¨÷¶b60%)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for Dagger for ATT 60% (µu¼C§ðÀ»¨÷¶b60%)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for Wand for Magic ATT 60% (µu§úÅ]¤O¨÷¶b60%)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for Staff for Magic ATT 60%?(ªø§úÅ]¤O¨÷¶b60%)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for Two-Handed Sword for ATT 60%
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for Two-handed Sword for ATT 60%?(Âù¤â¼C§ðÀ»¨÷¶b60%)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for Two-handed BW for ATT 60% (Âù¤â´Ò§ðÀ»¨÷¶b60%)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for Spear for ATT 60%?(ºj§ðÀ»¨÷¶b60%)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for Pole Arm for ATT 60% (¥Ù§ðÀ»¨÷¶b60%)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for Bow for ATT 60%?(¤}§ðÀ»¨÷¶b60%)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for Crossbow for ATT 60% (©¸§ðÀ»¨÷¶b60%)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for Claw for ATT 60% (®±®M§ðÀ»¨÷¶b60%)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for Knuckle for ATT 60% («üªê§ðÀ»¨÷¶b60%)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Scroll for Gun for ATT 60% (¤õºj§ðÀ»¨÷¶b60%)
Jr. Balrog (¤p¤Ú¬¥¥j)	80	50000	2000	Black Crystal Ore (¶Â¤ô´¹¥ÀÄq)
